;Тип товара;Полное наименование;МНН;Лекарственная форма;Бренд;Фирма_производитель;Корпорация;Фармакотерапевтическая группа;АТС1;АТС2;АТС3;АТС4;АТС5;Ephmra1;Ephmra2;Ephmra3;Ephmra4;Год;Месяц;Объем1;Объем2;Объем3;Цена;Свыше_1500;размер_500до1500;до_500
2590;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2019;11;8355364.0;6985.0;6996817.0;1001.6917680744452;недостаток;входит;избыток
2591;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2019;6;7690643.0;6428.0;6387667.0;993.7254200373367;недостаток;входит;избыток
2592;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2019;3;7701032.0;6558.0;6468937.0;986.4191826776456;недостаток;входит;избыток
2593;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2018;1;8451310.0;7336.0;7144046.0;973.8339694656488;недостаток;входит;избыток
2594;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2023;7;13361710.0;5853.0;11347488.0;1938.7473090722706;входит;избыток;избыток
2595;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2022;11;10879582.0;6721.0;9132012.0;1358.7281654515698;недостаток;входит;избыток
2596;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2021;8;7497574.0;5484.0;6264478.0;1142.319110138585;недостаток;входит;избыток
2597;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2019;12;8678459.0;6762.0;7426300.0;1098.24016563147;недостаток;входит;избыток
2598;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2019;1;7018174.0;5790.0;5928116.0;1023.854231433506;недостаток;входит;избыток
2599;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2022;7;11827830.0;6737.0;9939326.0;1475.3341249814457;недостаток;входит;избыток
2600;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2020;11;6553989.0;4593.0;5509026.0;1199.4395819725669;недостаток;входит;избыток
2601;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2021;9;8018958.0;6008.0;6678202.0;1111.5515978695073;недостаток;входит;избыток
2602;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2021;5;7120818.0;5129.0;5926071.0;1155.4047572626243;недостаток;входит;избыток
2603;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2021;4;7585033.0;5369.0;6304193.0;1174.1838331160366;недостаток;входит;избыток
2604;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2020;1;7000817.0;5543.0;5908650.0;1065.9660833483674;недостаток;входит;избыток
2605;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2018;9;8295234.0;7056.0;6991438.0;990.8500566893424;недостаток;входит;избыток
2612;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ИПИГРИКС РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;ИПИГРИКС;GRINDEKS AS;GRINDEKS AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ ДРУГИЕ (N07);ПАРАСИМПАТОМИМЕТИКИ (N07A);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N07AA);;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2020;4;983454.0;2312.0;901370.0;389.8659169550173;недостаток;недостаток;входит
2615;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ИПИГРИКС РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;ИПИГРИКС;GRINDEKS AS;GRINDEKS AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ ДРУГИЕ (N07);ПАРАСИМПАТОМИМЕТИКИ (N07A);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N07AA);;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2018;11;1048502.0;1226.0;890179.0;726.084013050571;недостаток;входит;избыток
2616;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2021;10;8802108.0;6487.0;7318401.0;1128.164174502852;недостаток;входит;избыток
2617;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;НЕЙРОМИДИН РАСТ Д/В/М И П/К ВВЕД 5 МГ/МЛ 1 МЛ №10;ИПИДАКРИН;РАСТВОР ДЛЯ ВНУТРИМЫШЕЧНОГО И ПОДКОЖНОГО ВВЕДЕНИЯ;НЕЙРОМИДИН;OLAINFARM AS;OLAINFARM AS;ХОЛИНЭСТЕРАЗЫ ИНГИБИТОР;ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПСИХОАНАЛЕПТИКИ (N06);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ДЕМЕНЦИИ (N06D);ХОЛИНЭСТЕРАЗЫ ИНГИБИТОРЫ (N06DA);ИПИДАКРИН (N06DA05);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);ПРОЧИЕ СРЕДСТВА ПРОТИВ ЗАБОЛЕВАНИЙ ЦНС (N07X);;2021;11;7724588.0;5728.0;6437029.0;1123.7829958100558;недостаток;входит;избыток
